22.559708,46.781464
22.559036,46.781677
22.558369,46.781895
22.557707,46.782124
22.557049,46.782356
22.556395,46.782593
22.555748,46.782837
22.555105,46.78309
22.554466,46.783348
22.553835,46.78361
22.553207,46.78388
22.552586,46.784157
22.551971,46.784435
22.551361,46.784725
22.550756,46.78502
22.55015,46.7852
22.549545,46.785385
22.548946,46.785576
22.54835,46.785774
22.547758,46.78598
22.547169,46.786186
22.546585,46.7864
22.546003,46.78662
22.543207,46.78807
22.544518,46.789948
22.544817,46.791706
22.544348,46.793713
22.539291,46.79596
22.539007,46.79613
22.538729,46.796307
22.538458,46.796486
22.538193,46.796673
22.537935,46.796864
22.537685,46.79706
22.537443,46.797256
22.537207,46.79746
22.53698,46.797665
22.536758,46.79788
22.536545,46.79809
22.534132,46.79965
22.534014,46.800198
22.534779,46.80109
22.535387,46.801525
22.536001,46.801956
22.536623,46.802383
22.53725,46.802803
22.537884,46.803223
22.538523,46.803635
22.53917,46.804043
22.539818,46.804443
22.54513,46.809326
22.546804,46.810764
22.54754,46.811737
22.547686,46.81325
22.546724,46.815193
22.54468,46.816467
22.543076,46.817116
22.54136,46.816853
22.540407,46.817513
22.540493,46.81875
22.541128,46.81988
22.54464,46.824356
22.545918,46.82567
22.54633,46.827057
22.551544,46.831566
22.552076,46.831703
22.55261,46.831833
22.553148,46.831955
22.55369,46.83207
22.554234,46.832176
22.554781,46.83228
22.55533,46.832375
22.555882,46.832466
22.556435,46.832546
22.556992,46.832623
22.557549,46.83269
22.55811,46.832752
22.55867,46.832806
22.559406,46.83338
22.560137,46.83396
22.560858,46.834545
22.561571,46.835136
22.562277,46.835728
22.562975,46.836327
22.563663,46.83693
22.564344,46.837536
22.565018,46.83815
22.565683,46.838764
22.56634,46.839382
22.566784,46.841633
22.567566,46.84215
22.568357,46.84233
22.56885,46.84221
22.569338,46.842075
22.569824,46.84194
22.570305,46.841797
22.570782,46.84165
22.571255,46.84149
22.571722,46.84133
22.57219,46.841164
22.573433,46.84138
22.574545,46.841976
22.575623,46.84216
22.577251,46.84179
22.579319,46.84183
22.586271,46.84253
22.586653,46.842617
22.58703,46.842712
22.587404,46.842815
22.587774,46.842926
22.58814,46.84304
22.588503,46.843163
22.58886,46.84329
22.58921,46.843422
22.589558,46.843563
22.5899,46.843708
22.591484,46.8448
22.591362,46.845947
22.590555,46.847034
22.59177,46.84797
22.59328,46.847515
22.594591,46.84783
22.596151,46.847656
22.596676,46.847034
22.596924,46.845722
22.596563,46.844254
22.596249,46.843994
22.595938,46.843735
22.595634,46.84347
22.595339,46.8432
22.595049,46.84293
22.594767,46.842655
22.59449,46.842377
22.594223,46.842094
22.59797,46.839787
22.599215,46.840755
22.599634,46.840954
22.60005,46.841156
22.600458,46.841362
22.600863,46.841576
22.601261,46.84179
22.601654,46.842014
22.602041,46.84224
22.60242,46.842472
22.602797,46.84271
22.603167,46.84295
22.60286,46.84505
22.604177,46.84544
22.605497,46.845825
22.606821,46.846203
22.608149,46.846577
22.609478,46.846943
22.610811,46.847305
22.612148,46.84766
22.613487,46.84801
22.614822,46.848354
22.618464,46.848984
22.623575,46.8504
22.625566,46.850605
22.627111,46.850456
22.627806,46.851883
22.631939,46.853737
22.634026,46.855156
22.638443,46.857445
22.641102,46.85459
22.642523,46.852657
22.644466,46.850975
22.646431,46.849865
22.64832,46.85
22.657942,46.855488
22.659058,46.855152
22.662369,46.853565
22.663372,46.85391
22.664198,46.855125
22.663998,46.856472
22.662464,46.857967
22.660954,46.85896
22.658937,46.8596
22.658613,46.859657
22.658289,46.85971
22.65796,46.859756
22.657633,46.859795
22.657303,46.85983
22.656971,46.85985
22.656637,46.85987
22.656305,46.859886
22.655972,46.85989
22.655638,46.85989
22.655302,46.859882
22.65573,46.860165
22.656162,46.86044
22.6566,46.860714
22.657047,46.86098
22.6575,46.86124
22.657959,46.8615
22.658422,46.86175
22.658892,46.861996
22.659369,46.86224
22.65948,46.862442
22.6596,46.862648
22.659727,46.862846
22.659863,46.86305
22.660006,46.863243
22.660156,46.863438
22.660316,46.86363
22.660482,46.863815
22.660656,46.864
22.66084,46.86418
22.661028,46.864357
22.661222,46.864532
22.662962,46.86538
22.663301,46.86572
22.663633,46.866062
22.663958,46.866405
22.664274,46.866756
22.664581,46.867107
22.664883,46.867466
22.665174,46.867825
22.665459,46.868187
